player,club,age,birth_year,nation,position,shooting__goals,shooting__goals_per_shot,shooting__goals_per_shot_on_target,shooting__minutes_90s,shooting__npxg,shooting__npxg_net,shooting__npxg_per_shot,shooting__pens_att,shooting__pens_made,shooting__shots,shooting__shots_free_kicks,shooting__shots_on_target,shooting__shots_on_target_pct,shooting__shots_on_target_per90,shooting__shots_per90,shooting__xg,shooting__xg_net,passing__assisted_shots,passing__assists,passing__crosses_into_penalty_area,passing__minutes_90s,passing__pass_xa,passing__passes,passing__passes_completed,passing__passes_completed_long,passing__passes_completed_medium,passing__passes_completed_short,passing__passes_into_final_third,passing__passes_into_penalty_area,passing__passes_long,passing__passes_medium,passing__passes_pct,passing__passes_pct_long,passing__passes_pct_medium,passing__passes_pct_short,passing__passes_progressive_distance,passing__passes_short,passing__passes_total_distance,passing__progressive_passes,passing__xg_assist,passing__xg_assist_net,passing_types__corner_kicks,passing_types__corner_kicks_in,passing_types__corner_kicks_out,passing_types__corner_kicks_straight,passing_types__crosses,passing_types__minutes_90s,passing_types__passes,passing_types__passes_blocked,passing_types__passes_completed,passing_types__passes_dead,passing_types__passes_free_kicks,passing_types__passes_live,passing_types__passes_offsides,passing_types__passes_switches,passing_types__through_balls,passing_types__throw_ins,gca__defense,gca__fouled,gca__gca,gca__minutes_90s,gca__passes_dead,gca__passes_live,gca__per90,gca__sca,gca__sca_defense,gca__sca_fouled,gca__sca_passes_dead,gca__sca_passes_live,gca__sca_per90,gca__sca_shots,gca__sca_take_ons,gca__shots,gca__take_ons,defense__blocked_passes,defense__blocked_shots,defense__blocks,defense__challenge_tackles,defense__challenge_tackles_pct,defense__challenges,defense__challenges_lost,defense__clearances,defense__errors,defense__interceptions,defense__minutes_90s,defense__tackles,defense__tackles_att_3rd,defense__tackles_def_3rd,defense__tackles_interceptions,defense__tackles_mid_3rd,defense__tackles_won,possession__carries,possession__carries_distance,possession__carries_into_final_third,possession__carries_into_penalty_area,possession__carries_progressive_distance,possession__dispossessed,possession__minutes_90s,possession__miscontrols,possession__passes_received,possession__progressive_carries,possession__progressive_passes_received,possession__take_ons,possession__take_ons_tackled,possession__take_ons_tackled_pct,possession__take_ons_won,possession__take_ons_won_pct,possession__touches,possession__touches_att_3rd,possession__touches_att_pen_area,possession__touches_def_3rd,possession__touches_def_pen_area,possession__touches_live_ball,possession__touches_mid_3rd,playing_time__games_starts,playing_time__games_subs,playing_time__minutes,playing_time__minutes_90s,playing_time__minutes_pct,playing_time__minutes_per_game,playing_time__minutes_per_start,playing_time__minutes_per_sub,playing_time__on_goals_against,playing_time__on_goals_for,playing_time__on_xg_against,playing_time__on_xg_for,playing_time__plus_minus,playing_time__plus_minus_per90,playing_time__plus_minus_wowy,playing_time__points_per_game,playing_time__unused_subs,playing_time__xg_plus_minus,playing_time__xg_plus_minus_per90,playing_time__xg_plus_minus_wowy,misc__aerials_lost,misc__aerials_won,misc__aerials_won_pct,misc__ball_recoveries,misc__cards_red,misc__cards_yellow,misc__cards_yellow_red,misc__crosses,misc__fouled,misc__fouls,misc__interceptions,misc__minutes_90s,misc__offsides,misc__own_goals,misc__pens_conceded,misc__pens_won,misc__tackles_won,goalkeeping__gk_clean_sheets,goalkeeping__gk_clean_sheets_pct,goalkeeping__gk_games_starts,goalkeeping__gk_goals_against,goalkeeping__gk_goals_against_per90,goalkeeping__gk_losses,goalkeeping__gk_minutes,goalkeeping__gk_pens_allowed,goalkeeping__gk_pens_att,goalkeeping__gk_pens_missed,goalkeeping__gk_pens_save_pct,goalkeeping__gk_pens_saved,goalkeeping__gk_save_pct,goalkeeping__gk_saves,goalkeeping__gk_shots_on_target_against,goalkeeping__gk_ties,goalkeeping__gk_wins,goalkeeping__minutes_90s,goalkeeping_adv__gk_avg_distance_def_actions,goalkeeping_adv__gk_corner_kick_goals_against,goalkeeping_adv__gk_crosses,goalkeeping_adv__gk_crosses_stopped,goalkeeping_adv__gk_crosses_stopped_pct,goalkeeping_adv__gk_def_actions_outside_pen_area,goalkeeping_adv__gk_def_actions_outside_pen_area_per90,goalkeeping_adv__gk_free_kick_goals_against,goalkeeping_adv__gk_goal_kick_length_avg,goalkeeping_adv__gk_goal_kicks,goalkeeping_adv__gk_goals_against,goalkeeping_adv__gk_own_goals_against,goalkeeping_adv__gk_passes,goalkeeping_adv__gk_passes_completed_launched,goalkeeping_adv__gk_passes_launched,goalkeeping_adv__gk_passes_length_avg,goalkeeping_adv__gk_passes_pct_launched,goalkeeping_adv__gk_passes_throws,goalkeeping_adv__gk_pct_goal_kicks_launched,goalkeeping_adv__gk_pct_passes_launched,goalkeeping_adv__gk_pens_allowed,goalkeeping_adv__gk_psnpxg_per_shot_on_target_against,goalkeeping_adv__gk_psxg,goalkeeping_adv__gk_psxg_net,goalkeeping_adv__gk_psxg_net_per90,goalkeeping_adv__minutes_90s,assists,assists_per90,cards_red,cards_yellow,games,games_starts,goals,goals_assists,goals_assists_pens_per90,goals_assists_per90,goals_pens,goals_pens_per90,goals_per90,minutes,minutes_90s,npxg,npxg_per90,npxg_xg_assist,npxg_xg_assist_per90,pens_att,pens_made,progressive_carries,progressive_passes,progressive_passes_received,ranker,xg,xg_assist,xg_assist_per90,xg_per90,xg_xg_assist_per90
Bukayo Saka,Arsenal,22,2001,engENG,"FW,MF",6,0.08,0.23,19.2,6.0,-1.0,0.09,1,1,66,1,22,33.3,1.15,3.44,6.8,-0.8,58,10,12,19.2,7.8,731,552,45,154,334,15,38,92,214,75.5,48.9,72.0,90.0,2487,371,8408,70,7.6,+2.4,64,56,0,2,117,19.2,731,21,552,83,7,644,4,2,4,12,0,1,23,19.2,5,14,1.20,117,0,4,20,71,6.09,10,12,1,2,22,0,22,13,54.2,24,11,8,0,3,19.2,29,9,9,32,11,15,628,4253,32,51,2460,40,19.2,34,711,96,255,90,37,41.1,41,45.6,979,715,162,57,6,978,216,20,5,"1,729",19.2,50.6,69,79,32,21,38,17.6,34.8,+17,+0.88,-0.07,1.96,0,+17.3,+0.90,+0.46,20,10,33.3,70,0,3,0,117,39,15,3,19.2,7,0,0,1,15,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10,0.52,0,3,25,20,6,16,0.78,0.83,5,0.26,0.31,"1,729",19.2,6.0,0.31,13.7,0.71,1,1,96,70,255,448,6.8,7.6,0.40,0.36,0.75
